import_row_id,discovery_task_id,category,target_type,source_type,organization_seed,city,region,country,search_query,source_url,source_title,discovered_organization_name,contact_route,contact_route_type,contact_person_or_role,lat,lon,founder_review_notes,import_status,forbidden
"BD_SOURCE_IMPORT_ROW_000066","BD_REAL_DISCOVERY_000066","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","San Diego","CA","USA","Police Training Conferences San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000067","BD_REAL_DISCOVERY_000067","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","San Diego","CA","USA","Motorcycle Dealerships San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000068","BD_REAL_DISCOVERY_000068","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","San Diego","CA","USA","Rider Associations San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000069","BD_REAL_DISCOVERY_000069","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","San Diego","CA","USA","Motorcycle Rally Organizers San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000070","BD_REAL_DISCOVERY_000070","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","San Diego","CA","USA","VFW Posts San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000071","BD_REAL_DISCOVERY_000071","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","San Diego","CA","USA","American Legion Posts San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000072","BD_REAL_DISCOVERY_000072","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","San Diego","CA","USA","Combat Veteran Motorcycle Associations San Diego CA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000073","BD_REAL_DISCOVERY_000073","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Dallas","TX","USA","State POST Academies Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000074","BD_REAL_DISCOVERY_000074","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Dallas","TX","USA","Sheriff Associations Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000075","BD_REAL_DISCOVERY_000075","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Dallas","TX","USA","Police Training Conferences Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000076","BD_REAL_DISCOVERY_000076","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Dallas","TX","USA","Motorcycle Dealerships Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000077","BD_REAL_DISCOVERY_000077","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Dallas","TX","USA","Rider Associations Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000078","BD_REAL_DISCOVERY_000078","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Dallas","TX","USA","Motorcycle Rally Organizers Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000079","BD_REAL_DISCOVERY_000079","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Dallas","TX","USA","VFW Posts Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000080","BD_REAL_DISCOVERY_000080","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Dallas","TX","USA","American Legion Posts Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000081","BD_REAL_DISCOVERY_000081","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Dallas","TX","USA","Combat Veteran Motorcycle Associations Dallas TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000082","BD_REAL_DISCOVERY_000082","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Austin","TX","USA","State POST Academies Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000083","BD_REAL_DISCOVERY_000083","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Austin","TX","USA","Sheriff Associations Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000084","BD_REAL_DISCOVERY_000084","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Austin","TX","USA","Police Training Conferences Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000085","BD_REAL_DISCOVERY_000085","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Austin","TX","USA","Motorcycle Dealerships Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000086","BD_REAL_DISCOVERY_000086","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Austin","TX","USA","Rider Associations Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000087","BD_REAL_DISCOVERY_000087","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Austin","TX","USA","Motorcycle Rally Organizers Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000088","BD_REAL_DISCOVERY_000088","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Austin","TX","USA","VFW Posts Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000089","BD_REAL_DISCOVERY_000089","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Austin","TX","USA","American Legion Posts Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000090","BD_REAL_DISCOVERY_000090","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Austin","TX","USA","Combat Veteran Motorcycle Associations Austin TX","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000091","BD_REAL_DISCOVERY_000091","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Atlanta","GA","USA","State POST Academies Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000092","BD_REAL_DISCOVERY_000092","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Atlanta","GA","USA","Sheriff Associations Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000093","BD_REAL_DISCOVERY_000093","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Atlanta","GA","USA","Police Training Conferences Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000094","BD_REAL_DISCOVERY_000094","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Atlanta","GA","USA","Motorcycle Dealerships Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000095","BD_REAL_DISCOVERY_000095","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Atlanta","GA","USA","Rider Associations Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000096","BD_REAL_DISCOVERY_000096","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Atlanta","GA","USA","Motorcycle Rally Organizers Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000097","BD_REAL_DISCOVERY_000097","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Atlanta","GA","USA","VFW Posts Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000098","BD_REAL_DISCOVERY_000098","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Atlanta","GA","USA","American Legion Posts Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000099","BD_REAL_DISCOVERY_000099","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Atlanta","GA","USA","Combat Veteran Motorcycle Associations Atlanta GA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000100","BD_REAL_DISCOVERY_000100","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Miami","FL","USA","State POST Academies Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000101","BD_REAL_DISCOVERY_000101","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Miami","FL","USA","Sheriff Associations Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000102","BD_REAL_DISCOVERY_000102","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Miami","FL","USA","Police Training Conferences Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000103","BD_REAL_DISCOVERY_000103","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Miami","FL","USA","Motorcycle Dealerships Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000104","BD_REAL_DISCOVERY_000104","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Miami","FL","USA","Rider Associations Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000105","BD_REAL_DISCOVERY_000105","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Miami","FL","USA","Motorcycle Rally Organizers Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000106","BD_REAL_DISCOVERY_000106","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Miami","FL","USA","VFW Posts Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000107","BD_REAL_DISCOVERY_000107","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Miami","FL","USA","American Legion Posts Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000108","BD_REAL_DISCOVERY_000108","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Miami","FL","USA","Combat Veteran Motorcycle Associations Miami FL","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000109","BD_REAL_DISCOVERY_000109","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Denver","CO","USA","State POST Academies Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000110","BD_REAL_DISCOVERY_000110","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Denver","CO","USA","Sheriff Associations Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000111","BD_REAL_DISCOVERY_000111","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Denver","CO","USA","Police Training Conferences Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000112","BD_REAL_DISCOVERY_000112","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Denver","CO","USA","Motorcycle Dealerships Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000113","BD_REAL_DISCOVERY_000113","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Denver","CO","USA","Rider Associations Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000114","BD_REAL_DISCOVERY_000114","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Denver","CO","USA","Motorcycle Rally Organizers Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000115","BD_REAL_DISCOVERY_000115","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Denver","CO","USA","VFW Posts Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000116","BD_REAL_DISCOVERY_000116","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Denver","CO","USA","American Legion Posts Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000117","BD_REAL_DISCOVERY_000117","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Denver","CO","USA","Combat Veteran Motorcycle Associations Denver CO","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000118","BD_REAL_DISCOVERY_000118","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Seattle","WA","USA","State POST Academies Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000119","BD_REAL_DISCOVERY_000119","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Seattle","WA","USA","Sheriff Associations Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000120","BD_REAL_DISCOVERY_000120","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Seattle","WA","USA","Police Training Conferences Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000121","BD_REAL_DISCOVERY_000121","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Seattle","WA","USA","Motorcycle Dealerships Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000122","BD_REAL_DISCOVERY_000122","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Seattle","WA","USA","Rider Associations Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000123","BD_REAL_DISCOVERY_000123","MOTORCYCLE_COMMUNITY","EVENT_ORGANIZER","PUBLIC_EVENT_SOURCE","Motorcycle Rally Organizers","Seattle","WA","USA","Motorcycle Rally Organizers Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000124","BD_REAL_DISCOVERY_000124","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","VFW Posts","Seattle","WA","USA","VFW Posts Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000125","BD_REAL_DISCOVERY_000125","VETERAN_ECOSYSTEM","VETERAN_ORGANIZATION","PUBLIC_VETERAN_SOURCE","American Legion Posts","Seattle","WA","USA","American Legion Posts Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000126","BD_REAL_DISCOVERY_000126","VETERAN_ECOSYSTEM","VETERAN_RIDER_GROUP","PUBLIC_ASSOCIATION_SOURCE","Combat Veteran Motorcycle Associations","Seattle","WA","USA","Combat Veteran Motorcycle Associations Seattle WA","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000127","BD_REAL_DISCOVERY_000127","LAW_ENFORCEMENT_TRAINING","TRAINING_AUTHORITY","OFFICIAL_STATE_SOURCE","State POST Academies","Las Vegas","NV","USA","State POST Academies Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000128","BD_REAL_DISCOVERY_000128","LAW_ENFORCEMENT_TRAINING","ASSOCIATION","OFFICIAL_ASSOCIATION_SOURCE","Sheriff Associations","Las Vegas","NV","USA","Sheriff Associations Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000129","BD_REAL_DISCOVERY_000129","LAW_ENFORCEMENT_TRAINING","CONFERENCE","PUBLIC_EVENT_SOURCE","Police Training Conferences","Las Vegas","NV","USA","Police Training Conferences Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000130","BD_REAL_DISCOVERY_000130","MOTORCYCLE_COMMUNITY","DEALERSHIP","PUBLIC_BUSINESS_SOURCE","Motorcycle Dealerships","Las Vegas","NV","USA","Motorcycle Dealerships Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
"BD_SOURCE_IMPORT_ROW_000131","BD_REAL_DISCOVERY_000131","MOTORCYCLE_COMMUNITY","ASSOCIATION","PUBLIC_ASSOCIATION_SOURCE","Rider Associations","Las Vegas","NV","USA","Rider Associations Las Vegas NV","","","","","","","","","","AWAITING_REAL_SOURCE_INPUT","NO_PLACEHOLDERS_NO_GENERATED_CONTACTS_NO_PRIVATE_PERSONAL_DATA"
